image_path,image_url,pottery_style,pottery_shape,uniform_image_name
images-nicky-test/CVA.GER47.2291-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/35199D5C-96E6-4D17-A06C-24A34B643F9A,BLACK-FIGURE,LEKYTHOS,BF_image19.jpg
images-nicky-test/CVA.F08.354-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/E90B25E2-06C2-468B-ACA8-32ED7258AF55,BLACK-FIGURE,AMPHORA NECK,BF_image20.jpg
images-nicky-test/CVA.IT01.013-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/01580417-BC3D-4B23-BE5F-72498E42F865,BLACK-FIGURE,AMPHORA NECK,BF_image21.jpg
images-nicky-test/CVA.GER62.3046-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/7953A661-7DA4-44DF-B972-E022C46B8652,BLACK-FIGURE,LEKYTHOS,BF_image22.jpg
images-nicky-test/CVA.CAN01.027-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/D230C15F-FB3E-4A35-8238-8F14CF8FFBD2,BLACK-FIGURE,LEKYTHOS,BF_image23.jpg
images-nicky-test/CVA.GER47.2294-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/35199D5C-96E6-4D17-A06C-24A34B643F9A,BLACK-FIGURE,LEKYTHOS,BF_image24.jpg
images-nicky-test/9854-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/512BE1D0-8C12-4821-AC3D-15AC4D3C43B3,BLACK-FIGURE,AMPHORA NECK,BF_image25.jpg
images-nicky-test/CVA.F08.353-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/E90B25E2-06C2-468B-ACA8-32ED7258AF55,BLACK-FIGURE,AMPHORA NECK,BF_image26.jpg
images-nicky-test/3285-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/35199D5C-96E6-4D17-A06C-24A34B643F9A,BLACK-FIGURE,LEKYTHOS,BF_image27.jpg
images-nicky-test/CVA.NZ01.13-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/60DBEE6A-0FED-464E-9E3F-D655DC6E6C84,BLACK-FIGURE,AMPHORA NECK,BF_image28.jpg
images-nicky-test/4-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/64B75012-4B36-4DB9-9E0F-D8D6A49214FF,BLACK-FIGURE,AMPHORA NECK,BF_image29.jpg
images-nicky-test/806A7B955E234CA89D640F3AF8C3FC0B-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/33676E2E-4447-4C28-B767-A8AB08A73080,BLACK-FIGURE,LEKYTHOS,BF_image30.jpg
images-nicky-test/208229.BD-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/20120F70-6A2F-4C03-80CE-D908812AA0A8,BLACK-FIGURE,LEKYTHOS,BF_image31.jpg
images-nicky-test/CVA.IT03.102-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/D476525A-E9AE-45E1-9C8E-E55DE8CEC800,BLACK-FIGURE,AMPHORA NECK,BF_image32.jpg
images-nicky-test/208229-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/20120F70-6A2F-4C03-80CE-D908812AA0A8,BLACK-FIGURE,LEKYTHOS,BF_image33.jpg
images-nicky-test/28196-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/058C935D-8C15-4A18-BAE3-B2D4827CA053,BLACK-FIGURE,LEKYTHOS,BF_image34.jpg
images-nicky-test/9855-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/3DFE8269-9336-45E9-819E-21FB7764A967,BLACK-FIGURE,AMPHORA NECK,BF_image35.jpg
images-nicky-test/1E5D058D41384E3D8131A6B7341212CC-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/33676E2E-4447-4C28-B767-A8AB08A73080,BLACK-FIGURE,LEKYTHOS,BF_image36.jpg
images-nicky-test/CVA.203-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/ED45A6A0-5CB3-4943-8B13-F6C8B771FDE0,BLACK-FIGURE,AMPHORA NECK,BF_image37.jpg
images-nicky-test/086A32597FA248FF8E1AC6C5B63D35D6-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/33676E2E-4447-4C28-B767-A8AB08A73080,BLACK-FIGURE,LEKYTHOS,BF_image38.jpg
images-nicky-test/CVA.IT07.315-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/07590AA7-DBD2-48C6-A9B5-76B4DDA95929,BLACK-FIGURE,AMPHORA NECK,BF_image39.jpg
images-nicky-test/6DB7E5027C1148A5910E0BCEB0AF4E5F-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/FA60B986-9735-4E21-8B9A-97322FA4693F,BLACK-FIGURE,LEKYTHOS,BF_image40.jpg
images-nicky-test/201944-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/6E0A5F17-104F-40E6-AC49-95221852B168,BLACK-FIGURE,AMPHORA NECK,BF_image41.jpg
images-nicky-test/5-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/ED45A6A0-5CB3-4943-8B13-F6C8B771FDE0,BLACK-FIGURE,AMPHORA NECK,BF_image42.jpg
images-nicky-test/208230.BD-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/5BC72D82-A4EC-41BF-9480-3CA1B983F275,BLACK-FIGURE,LEKYTHOS,BF_image43.jpg
images-nicky-test/CVA.JP02.114-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/643A186D-CD70-4939-8240-1203D5BAB502,BLACK-FIGURE,LEKYTHOS,BF_image44.jpg
images-nicky-test/CVA.IT65.2940-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/3025AF10-B3CB-4F49-8521-A1E6F83A9D91,BLACK-FIGURE,LEKYTHOS,BF_image45.jpg
images-nicky-test/CVA.IT70.3187-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/EAF47920-E188-4E18-B1B8-794BAF84CD27,BLACK-FIGURE,LEKYTHOS,BF_image46.jpg
images-nicky-test/33783EA100954D309F5637BFDEAB96CA-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/FA60B986-9735-4E21-8B9A-97322FA4693F,BLACK-FIGURE,LEKYTHOS,BF_image47.jpg
images-nicky-test/CVA.DEN08.320-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/6E0A5F17-104F-40E6-AC49-95221852B168,BLACK-FIGURE,AMPHORA NECK,BF_image48.jpg
images-nicky-test/CVA.NZ01.24-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/5AA12661-84C1-4E58-8F69-E19C1E52F8ED,BLACK-FIGURE,LEKYTHOS,BF_image49.jpg
images-nicky-test/CVA.IT07.319-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/B1261667-D93B-4131-8972-FD2B0D3A069C,BLACK-FIGURE,AMPHORA NECK,BF_image50.jpg
images-nicky-test/208231.BD-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/E0A3EE28-AB97-4D2A-8100-C46FA3CADEE6,BLACK-FIGURE,LEKYTHOS,BF_image51.jpg
images-nicky-test/CE74E7DB8FB244598304BE6541BAD302-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/FA60B986-9735-4E21-8B9A-97322FA4693F,BLACK-FIGURE,LEKYTHOS,BF_image52.jpg
images-nicky-test/CVA.DEN08.319-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/6E0A5F17-104F-40E6-AC49-95221852B168,BLACK-FIGURE,AMPHORA NECK,BF_image53.jpg
images-nicky-test/CVA.GER37.1847-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/20F5AF61-6748-417A-AE02-54D52BC049F9,BLACK-FIGURE,AMPHORA NECK,BF_image54.jpg
images-nicky-test/CVA.IT65.2941-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/D6F2DF34-426A-4757-BAD8-EC52399649E3,BLACK-FIGURE,LEKYTHOS,BF_image55.jpg
images-nicky-test/280242.BD-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/EA6CC8F9-63F1-4E30-ABE5-B9E6D1A713C9,BLACK-FIGURE,LEKYTHOS,BF_image56.jpg
images-nicky-test/16567-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/50704172-1615-47E4-9E48-B29FCCD7E805,BLACK-FIGURE,AMPHORA NECK,BF_image57.jpg
images-nicky-test/CVA.GR01.033-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/E0A3EE28-AB97-4D2A-8100-C46FA3CADEE6,BLACK-FIGURE,LEKYTHOS,BF_image58.jpg
images-nicky-test/722F9E1E60F840BB83312B876DC7CBA7-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/FA60B986-9735-4E21-8B9A-97322FA4693F,BLACK-FIGURE,LEKYTHOS,BF_image59.jpg
images-nicky-test/CVA.GER37.1846-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/20F5AF61-6748-417A-AE02-54D52BC049F9,BLACK-FIGURE,AMPHORA NECK,BF_image60.jpg
images-nicky-test/6726-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/401AB436-B38E-4F05-AE42-B1FFCBA71D5E,BLACK-FIGURE,LEKYTHOS,BF_image61.jpg
images-nicky-test/CVA.IT34.1519-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/DB3067E2-AF73-4CB5-98F5-E0A19A5DD352,BLACK-FIGURE,LEKYTHOS,BF_image62.jpg
images-nicky-test/CVA.NL09.476-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/128AD019-21B4-4813-9C31-03BC6668EEEF,BLACK-FIGURE,LEKYTHOS,BF_image63.jpg
images-nicky-test/2B05289085284460BD21B73381B5CE21-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/FA60B986-9735-4E21-8B9A-97322FA4693F,BLACK-FIGURE,LEKYTHOS,BF_image64.jpg
images-nicky-test/CVA.GER37.1848-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/20F5AF61-6748-417A-AE02-54D52BC049F9,BLACK-FIGURE,AMPHORA NECK,BF_image65.jpg
images-nicky-test/300006-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/A7F87689-9702-497D-9173-BFCB59EBCC31,BLACK-FIGURE,AMPHORA NECK,BF_image66.jpg
images-nicky-test/CVA.IT70.3186-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/81C5FF93-4B08-470E-AE68-BFAEFDF2C77D,BLACK-FIGURE,LEKYTHOS,BF_image67.jpg
images-nicky-test/16620-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/86F5E354-6A39-49B6-A783-6139B3EF5488,BLACK-FIGURE,AMPHORA NECK,BF_image68.jpg
images-nicky-test/CVA.NL09.477-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/128AD019-21B4-4813-9C31-03BC6668EEEF,BLACK-FIGURE,LEKYTHOS,BF_image69.jpg
images-nicky-test/3286-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/FA60B986-9735-4E21-8B9A-97322FA4693F,BLACK-FIGURE,LEKYTHOS,BF_image70.jpg
images-nicky-test/208232-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/E436098C-DBDB-4B09-BDCE-EAF0B7010830,BLACK-FIGURE,LEKYTHOS,BF_image71.jpg
images-nicky-test/201947-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/69847FDB-159F-4FA2-B1A8-6273B3B6B747,BLACK-FIGURE,AMPHORA NECK,BF_image72.jpg
images-nicky-test/6728-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/BE219C01-575F-4AAF-BBEA-B84A45C4ECC7,BLACK-FIGURE,LEKYTHOS,BF_image73.jpg
images-nicky-test/6-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/20F5AF61-6748-417A-AE02-54D52BC049F9,BLACK-FIGURE,AMPHORA NECK,BF_image74.jpg
images-nicky-test/CVA.NL09.FIG.38-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/128AD019-21B4-4813-9C31-03BC6668EEEF,BLACK-FIGURE,LEKYTHOS,BF_image75.jpg
images-nicky-test/CVA.IT70.3179-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/C27F834D-3234-4E86-ACA1-AE2809DD6239,BLACK-FIGURE,LEKYTHOS,BF_image76.jpg
images-nicky-test/CVA.F03.110-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/C76108A7-4810-4E91-B0E9-8CA0FBDA7AA6,BLACK-FIGURE,LEKYTHOS,BF_image77.jpg
images-nicky-test/CVA.F10.470-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/1A291A2A-1FF9-456A-8AC0-DD250BD2A5B8,BLACK-FIGURE,LEKYTHOS,BF_image78.jpg
images-nicky-test/CVA.GER34.1649-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/D0C087F1-7B54-4FC3-BF01-B7C3E6B5EF3A,BLACK-FIGURE,AMPHORA NECK,BF_image79.jpg
images-nicky-test/6729-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/4F2D081D-3CC8-45CB-B0F4-DB88612EBC2C,BLACK-FIGURE,LEKYTHOS,BF_image80.jpg
images-nicky-test/201948-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/D0C087F1-7B54-4FC3-BF01-B7C3E6B5EF3A,BLACK-FIGURE,AMPHORA NECK,BF_image81.jpg
images-nicky-test/8E904F43FD4E487C824844068A2DECAA-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/62D32A3E-6E17-4302-A360-B72428595F2A,BLACK-FIGURE,AMPHORA NECK,BF_image82.jpg
images-nicky-test/CVA.F10.471-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/1A291A2A-1FF9-456A-8AC0-DD250BD2A5B8,BLACK-FIGURE,LEKYTHOS,BF_image83.jpg
images-nicky-test/16632-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/969ADEC2-42CE-4BFB-9183-5C34451612A8,BLACK-FIGURE,LEKYTHOS,BF_image84.jpg
images-nicky-test/CVA.IT70.3178-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/2C098751-01F7-4199-9D87-8EEDE75D0B0D,BLACK-FIGURE,LEKYTHOS,BF_image85.jpg
images-nicky-test/CVA.SWZ02.60-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/D975D81F-2840-43F1-8778-BBF93EA32A06,BLACK-FIGURE,LEKYTHOS,BF_image86.jpg
images-nicky-test/19858-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/75739D98-BBAC-4A9D-BBDB-05558E12C70A,BLACK-FIGURE,AMPHORA NECK,BF_image87.jpg
images-nicky-test/CVA.NZ01.12-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/E1455544-CC49-42BC-A4EA-8978157D58C4,BLACK-FIGURE,AMPHORA NECK,BF_image88.jpg
images-nicky-test/CVA.GER15.727-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/39D94EE5-4302-4262-A4D3-64C7E5714EC7,BLACK-FIGURE,AMPHORA NECK,BF_image89.jpg
images-nicky-test/208234-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/20F24FDC-77A3-4D12-AE48-E418C94C773E,BLACK-FIGURE,LEKYTHOS,BF_image90.jpg
images-nicky-test/300012-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/338CCF8B-4B05-4483-B9B6-67AE6DAEBAAA,BLACK-FIGURE,AMPHORA NECK,BF_image91.jpg
images-nicky-test/CVA.NZ01.11-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/E1455544-CC49-42BC-A4EA-8978157D58C4,BLACK-FIGURE,AMPHORA NECK,BF_image92.jpg
images-nicky-test/CVA.IT34.1518-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/4AD1387E-E943-4B02-9F8A-EF2353ABCFD3,BLACK-FIGURE,LEKYTHOS,BF_image93.jpg
images-nicky-test/202074-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/39D94EE5-4302-4262-A4D3-64C7E5714EC7,BLACK-FIGURE,AMPHORA NECK,BF_image94.jpg
images-nicky-test/CVA.GER75.3756-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/8E5F9FA1-567C-4CA9-99A9-1001BD9D1111,BLACK-FIGURE,AMPHORA NECK,BF_image95.jpg
images-nicky-test/300012.A-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/338CCF8B-4B05-4483-B9B6-67AE6DAEBAAA,BLACK-FIGURE,AMPHORA NECK,BF_image96.jpg
images-nicky-test/CVA.IT45.2020-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/AE1C3D63-979F-4EA8-BFE3-2E98D64C5F7D,BLACK-FIGURE,LEKYTHOS,BF_image97.jpg
images-nicky-test/16657-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/33A4D715-F7A1-4541-B959-1AADDDE0A01C,BLACK-FIGURE,AMPHORA NECK,BF_image98.jpg
images-nicky-test/6731-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/E1455544-CC49-42BC-A4EA-8978157D58C4,BLACK-FIGURE,AMPHORA NECK,BF_image99.jpg
images-nicky-test/CVA.GER75.3757-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/8E5F9FA1-567C-4CA9-99A9-1001BD9D1111,BLACK-FIGURE,AMPHORA NECK,BF_image100.jpg
images-nicky-test/208235-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/448A29B6-0549-4C32-8A35-868FE7DF5B69,BLACK-FIGURE,LEKYTHOS,BF_image101.jpg
images-nicky-test/CVA.IT31.1391-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/5A8A259D-2767-4F43-822B-8003F82BA3C1,BLACK-FIGURE,LEKYTHOS,BF_image102.jpg
images-nicky-test/CVA.IT70.3177-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/ECD3579B-496A-4094-90A1-1173EFA0208B,BLACK-FIGURE,LEKYTHOS,BF_image103.jpg
images-nicky-test/CVA.GER75.BEIL.3-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/8E5F9FA1-567C-4CA9-99A9-1001BD9D1111,BLACK-FIGURE,AMPHORA NECK,BF_image104.jpg
images-nicky-test/300025-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/31A34FCE-C62B-4CB6-8D50-98A4252F514A,BLACK-FIGURE,AMPHORA NECK,BF_image105.jpg
images-nicky-test/16658-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/D1E852DD-C4CD-4951-ABB1-DA3E6D93662B,BLACK-FIGURE,AMPHORA NECK,BF_image106.jpg
images-nicky-test/CVA.NZ01.22-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/83B3FD80-7C66-48A8-A2C1-C8911AD2FF01,BLACK-FIGURE,LEKYTHOS,BF_image107.jpg
images-nicky-test/203100-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/C669348B-EE31-42B5-9661-7742625C6BA4,BLACK-FIGURE,LEKYTHOS,BF_image108.jpg
images-nicky-test/CVA.GR10.686-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/7E48DF7C-3712-4FE3-A29B-C22390FF5570,BLACK-FIGURE,LEKYTHOS,BF_image109.jpg
images-nicky-test/CVA.IT07.313-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/EB9445C6-1697-4EDD-A202-CF5EE2BC50FD,BLACK-FIGURE,AMPHORA NECK,BF_image110.jpg
images-nicky-test/43878-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/9358865F-F332-43C3-BB22-7107E1D5C959,BLACK-FIGURE,LEKYTHOS,BF_image111.jpg
images-nicky-test/300025.A-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/31A34FCE-C62B-4CB6-8D50-98A4252F514A,BLACK-FIGURE,AMPHORA NECK,BF_image112.jpg
images-nicky-test/9894-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/8671BCAE-4812-4949-BC4F-546828F57F82,BLACK-FIGURE,LEKYTHOS,BF_image113.jpg
images-nicky-test/6734-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/83B3FD80-7C66-48A8-A2C1-C8911AD2FF01,BLACK-FIGURE,LEKYTHOS,BF_image114.jpg
images-nicky-test/B9DB931CBA004BB98F896714C702CBCF-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/8E5F9FA1-567C-4CA9-99A9-1001BD9D1111,BLACK-FIGURE,AMPHORA NECK,BF_image115.jpg
images-nicky-test/CVA.GR10.FIG-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/7E48DF7C-3712-4FE3-A29B-C22390FF5570,BLACK-FIGURE,LEKYTHOS,BF_image116.jpg
images-nicky-test/CVA.IT45.2019-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/37DFFC73-7B15-485F-A852-7B6FD3254BFC,BLACK-FIGURE,LEKYTHOS,BF_image117.jpg
images-nicky-test/300025.N-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/31A34FCE-C62B-4CB6-8D50-98A4252F514A,BLACK-FIGURE,AMPHORA NECK,BF_image118.jpg
images-nicky-test/16659-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/67C20AE6-2CF8-4D20-BEDD-78C4CCF494ED,BLACK-FIGURE,AMPHORA NECK,BF_image119.jpg
images-nicky-test/203102-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/D6E78C24-56E0-49B6-86A8-A5619E400360,BLACK-FIGURE,LEKYTHOS,BF_image120.jpg
images-nicky-test/CVA.IT70.3176-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/8E0FA145-0EF6-4BB5-9D6B-84D4682BEE23,BLACK-FIGURE,LEKYTHOS,BF_image121.jpg
images-nicky-test/13161-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/EB9445C6-1697-4EDD-A202-CF5EE2BC50FD,BLACK-FIGURE,AMPHORA NECK,BF_image122.jpg
images-nicky-test/9031209-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/8E5F9FA1-567C-4CA9-99A9-1001BD9D1111,BLACK-FIGURE,AMPHORA NECK,BF_image123.jpg
images-nicky-test/F7643795A6A345EBA536A119EB29440E-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/31A34FCE-C62B-4CB6-8D50-98A4252F514A,BLACK-FIGURE,AMPHORA NECK,BF_image124.jpg
images-nicky-test/300071-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/8641C8E2-78C2-4245-A289-197A0D2FDB54,BLACK-FIGURE,LEKYTHOS,BF_image125.jpg
images-nicky-test/CVA.NZ01.23-BLACK-FIGURE.jpg,http://www.beazley.ox.ac.uk/record/FDDE610E-BCCA-4B3F-A014-E1DBA0DDA933,BLACK-FIGURE,LEKYTHOS,BF_image126.jpg
